t_0,t_1,t_2,t_3,t_4,t_5,t_6,t_7,t_8,t_9,t_10,t_11,t_12,t_13,t_14,t_15,t_16,t_17,t_18,t_19,t_20,t_21,t_22,t_23,t_24,t_25,t_26,t_27,t_28,t_29,t_30,t_31,t_32,t_33,t_34,t_35,t_36,t_37,t_38,t_39,t_40,t_41,t_42,t_43,t_44,t_45,t_46,t_47,t_48,t_49,t_50,t_51,t_52,t_53,t_54,t_55,t_56,t_57,t_58,t_59,t_60,t_61,t_62,t_63,t_64,t_65,t_66,t_67,t_68,t_69,t_70,t_71,t_72,t_73,t_74,t_75,t_76,t_77,t_78,t_79,t_80,t_81,t_82,t_83,t_84,t_85,t_86,t_87,t_88,t_89,t_90,t_91,t_92,t_93,t_94,t_95,t_96,t_97,t_98,t_99,malware
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,81,60,81,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,1
240,306,172,39,215,262,208,262,306,297,8,135,171,178,215,228,240,82,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,228,31,208,240,117,240,117,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,240,82,14,65,260,141,65,260,141,65,260,141,65,31,261,172,117,260,2,140,81,261,208,240,117,260,40,209,260,40,209,260,141,260,141,260,141,260,141,260,141,260,141,260,141,260,141,260,1
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,81,60,81,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,1
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,81,60,81,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,1
82,198,86,82,274,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,117,141,65,257,260,40,226,65,260,141,65,257,260,40,65,260,40,65,257,260,141,65,260,141,65,172,117,260,141,65,262,228,275,172,240,275,172,274,158,215,172,117,274,158,274,158,215,274,278,274,158,215,278,215,274,215,274,176,215,274,215,274,176,215,274,215,274,158,215,274,215,274,158,215,37,158,215,1
82,208,187,208,172,117,172,208,16,10,240,10,117,208,228,117,240,117,208,228,187,240,117,240,117,240,117,240,117,260,141,65,260,141,65,198,172,117,260,294,240,117,275,112,240,117,198,208,187,208,240,117,198,240,117,240,117,82,240,117,240,117,172,117,172,117,16,117,297,144,177,144,177,144,177,54,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,306,71,25,71,275,260,240,117,141,1
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,110,60,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,76,172,117,172,117,35,111,81,140,208,240,117,71,297,135,171,215,35,208,56,71,1
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,81,60,81,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,1
82,240,117,240,117,240,117,240,117,240,117,16,228,208,240,117,240,117,240,117,71,56,172,117,240,117,260,141,65,260,141,65,198,172,117,260,294,240,117,198,208,187,208,240,117,240,117,240,117,82,112,123,65,240,117,275,112,240,117,240,117,198,240,117,240,117,82,172,117,16,31,215,108,215,35,208,240,117,80,240,117,225,35,225,35,11,117,240,117,28,117,230,240,117,208,89,192,89,133,208,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,76,172,117,172,117,35,111,81,140,208,240,117,71,297,135,171,215,35,208,56,71,1
82,208,187,208,172,117,172,208,16,208,240,117,240,117,82,112,123,65,112,123,65,260,141,65,215,240,117,240,117,240,117,240,117,240,117,240,117,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,100,215,35,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,76,172,117,172,117,35,111,81,140,208,240,117,71,297,135,171,215,35,208,56,71,1
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,81,60,81,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,1
208,159,208,240,117,82,198,274,158,215,86,82,274,37,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,240,117,240,117,240,117,37,158,215,37,158,215,198,172,117,37,294,240,117,275,37,240,117,82,37,158,215,112,123,65,37,158,215,240,117,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,1
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,110,60,81,60,81,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,1
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,110,60,81,60,81,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,25,172,117,172,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,240,82,14,65,260,141,65,260,141,65,260,141,65,31,261,172,117,260,2,140,81,159,224,82,159,224,82,261,208,240,117,260,40,209,260,40,209,260,141,260,141,260,141,260,141,260,141,260,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,65,260,141,65,260,141,65,240,82,260,141,65,31,261,172,117,260,208,260,2,140,81,208,261,208,240,117,159,260,40,209,224,209,82,209,260,40,209,260,141,260,141,260,141,260,141,260,141,1
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,81,60,81,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,1
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,89,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,71,25,71,275,1
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,110,60,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,225,1
82,240,117,240,117,240,117,240,117,93,240,117,172,117,172,117,16,228,208,240,117,240,117,240,117,71,56,172,117,240,117,260,141,65,260,141,65,198,172,117,260,294,240,117,198,208,187,208,240,117,240,117,240,117,82,112,123,65,240,117,275,112,240,117,240,117,198,240,117,240,117,82,172,117,93,16,31,215,108,215,35,208,240,117,80,240,117,225,35,11,117,28,117,225,35,230,240,117,240,117,1
82,198,86,82,274,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,117,141,65,257,260,40,226,65,260,141,65,257,260,40,65,260,40,65,257,260,141,65,260,141,65,172,117,260,141,65,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,82,240,117,297,8,135,171,198,215,178,215,297,8,135,171,198,215,178,215,260,65,260,141,65,257,215,260,141,65,1
82,198,86,82,274,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,117,141,65,257,260,40,226,65,260,141,65,257,260,40,65,260,40,65,257,260,141,65,260,141,65,172,117,260,141,65,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,82,240,117,297,8,135,171,198,215,178,215,297,8,135,171,198,215,178,215,260,65,260,141,65,257,260,40,226,65,1
208,187,208,93,208,172,117,16,208,243,108,35,286,76,13,208,110,13,215,35,208,240,117,35,208,60,81,60,81,60,81,60,81,172,35,60,81,35,240,117,212,240,117,253,240,117,79,240,117,215,240,117,172,240,117,240,117,99,240,117,35,240,117,240,117,240,117,80,240,117,257,240,117,215,80,240,117,112,71,25,71,275,260,240,117,141,65,260,141,65,86,99,71,215,240,117,240,262,112,123,1
82,208,187,208,172,117,172,208,16,208,240,117,240,117,82,112,123,65,112,123,65,260,141,65,215,240,117,240,117,240,117,240,117,240,117,240,117,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,172,117,100,215,35,1
82,208,187,208,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,172,117,208,16,215,274,158,215,274,158,215,212,253,79,215,212,253,79,215,212,253,79,215,212,253,79,215,58,112,123,65,111,140,81,297,252,215,111,140,81,297,252,215,111,1
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,89,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,117,261,106,144,297,1
240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,240,117,228,215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,1
82,172,117,16,208,228,117,228,240,117,228,159,208,228,208,187,228,117,198,208,187,208,240,117,82,112,123,65,240,117,198,240,117,16,172,240,275,293,256,240,117,71,297,135,171,215,172,117,228,117,228,187,208,117,187,82,172,117,16,31,215,108,215,35,208,240,117,80,208,240,117,11,117,28,117,230,240,117,89,192,89,133,89,260,225,141,35,225,35,215,274,35,65,225,293,35,256,65,260,225,1
82,240,117,240,117,240,117,240,117,93,240,117,16,228,208,240,117,240,117,240,117,71,56,172,117,240,117,240,117,198,208,187,208,240,117,240,117,240,117,82,112,123,65,240,117,275,112,240,117,240,117,198,240,117,240,117,82,172,117,93,16,31,215,108,215,35,208,240,117,80,240,117,11,117,28,117,230,240,117,225,35,208,89,225,35,192,208,89,133,208,89,240,117,225,35,225,260,141,293,208,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,76,172,117,172,117,35,111,81,140,208,240,117,71,297,135,171,215,35,208,56,71,1
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,89,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,71,25,71,275,260,1
82,240,117,240,117,240,117,240,117,172,117,16,260,16,87,141,297,135,171,215,274,158,215,65,87,141,65,87,141,65,82,260,141,240,117,65,135,171,135,171,293,256,275,293,256,275,293,256,240,262,112,123,65,274,158,215,274,158,215,274,158,215,260,72,274,158,215,89,192,89,133,208,89,208,35,260,271,275,293,256,248,194,248,194,215,178,215,187,208,215,16,208,240,172,283,215,178,215,65,215,1
82,198,86,82,274,37,240,117,260,117,40,117,209,260,40,117,226,117,65,194,260,117,141,117,141,65,257,260,40,226,65,260,141,65,257,260,40,65,260,40,65,257,260,141,65,260,141,65,172,117,260,141,65,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,82,240,117,297,8,135,171,198,215,178,215,297,8,135,171,198,215,178,215,260,65,260,141,65,257,215,260,141,65,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,172,117,172,117,172,117,208,187,240,117,243,159,243,159,243,159,243,159,243,159,243,1
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,81,60,81,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,1
82,240,117,240,117,240,117,16,198,228,208,240,117,240,117,240,117,71,56,172,117,240,117,260,141,65,260,141,65,198,172,117,260,294,240,117,198,208,187,208,240,117,240,117,240,117,82,112,123,65,240,117,275,112,240,117,240,117,198,240,117,240,117,82,172,117,16,31,215,108,215,35,208,240,117,80,240,117,11,117,28,117,230,240,117,225,35,208,225,35,240,117,225,35,225,215,208,89,192,89,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,76,172,117,172,117,35,111,81,140,208,240,117,71,297,135,171,215,35,208,56,71,1
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,225,1
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,110,60,81,60,81,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,25,172,117,1
82,240,117,240,117,240,117,240,117,240,117,16,228,208,240,117,240,117,240,117,71,56,172,117,240,117,260,141,65,260,141,65,198,172,117,260,294,240,117,198,208,187,208,240,117,240,117,240,117,82,112,123,65,240,117,275,112,240,117,240,117,198,240,117,240,117,82,172,117,16,31,215,108,215,35,208,240,117,80,240,117,11,117,225,28,117,35,230,240,117,208,89,192,89,133,208,89,225,35,208,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,240,82,87,14,65,260,141,65,260,141,65,260,141,65,31,159,224,82,159,224,82,159,224,82,159,224,82,261,172,117,260,159,224,82,2,140,81,159,224,82,159,224,82,261,208,159,224,82,240,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,240,82,87,14,65,260,141,65,260,141,65,260,141,65,31,261,172,117,260,2,140,81,261,208,240,117,260,40,209,260,40,209,260,141,260,141,260,141,260,141,260,141,260,141,260,141,260,141,260,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,240,82,14,65,260,141,65,260,141,65,260,141,65,31,261,172,117,260,2,140,81,261,208,159,224,82,240,117,260,40,209,260,40,209,260,141,260,141,260,141,260,141,260,141,260,141,260,141,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,76,172,117,172,117,35,111,81,140,208,240,117,71,297,135,171,215,35,208,56,71,1
112,274,158,215,274,158,215,298,76,208,76,172,117,172,117,172,76,117,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,117,60,81,60,81,208,35,215,35,208,240,117,172,60,81,60,81,225,35,60,81,35,225,172,60,81,60,81,60,81,172,117,76,172,117,172,117,35,111,81,140,208,240,117,71,297,135,171,215,35,208,56,71,1
82,240,117,240,117,240,117,240,117,172,117,172,117,16,240,117,11,274,158,215,274,158,215,117,270,117,301,117,297,8,199,264,215,260,141,65,31,260,141,202,260,141,65,202,65,260,141,65,80,287,87,14,240,82,14,65,260,141,65,260,141,65,260,141,65,31,261,172,117,260,2,140,81,261,208,159,224,82,240,117,260,40,209,260,40,209,260,141,260,141,260,141,260,141,260,141,260,141,260,141,1
286,110,172,240,117,240,117,240,117,106,171,260,141,65,260,141,65,260,141,65,260,141,65,260,141,65,260,215,274,158,215,274,158,215,240,117,71,297,135,171,215,112,117,56,240,117,275,112,240,117,260,141,65,260,117,260,141,65,117,260,141,65,117,9,117,260,65,141,65,260,65,141,65,117,215,89,260,65,141,65,260,240,117,202,260,141,65,202,65,117,260,297,215,114,215,71,25,71,275,260,1
82,240,117,240,117,240,117,240,117,93,240,117,172,117,172,117,16,228,208,240,117,82,198,86,82,274,37,262,228,275,172,240,275,172,274,158,215,172,117,215,37,158,215,240,117,240,117,71,56,172,117,240,117,37,158,215,37,158,215,198,172,117,37,294,240,117,198,208,187,208,240,117,240,117,240,117,82,37,158,215,240,117,275,37,240,117,240,117,198,240,117,240,117,82,172,117,208,93,208,16,1
215,274,158,215,274,158,215,172,117,172,117,172,117,198,208,260,257,25,240,117,99,25,172,117,260,274,158,172,117,240,117,172,117,29,25,260,141,65,172,117,172,117,286,240,286,240,286,35,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,60,81,110,60,215,208,35,208,240,117,240,117,240,117,240,117,240,117,15,117,15,240,117,240,117,240,117,172,60,225,1
